review_bucket,article_id,account,published_at,title,article_type_name,classification_confidence,matched_keywords,topic_tags,suggested_type,review_result,review_note,raw_path
按类型抽检:其他/待判,5866,中国民主同盟,2021-07-22,星夜兼程，我们去郑州！,其他/待判,0,,宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2021-07-22_星夜兼程，我们去郑州！_e72645885319.md
按类型抽检:其他/待判,1415,上海民盟,2022-04-27,战“疫”有民盟丨这位“盟二代”再次用画笔记录战“疫”中的感动,其他/待判,0,,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2022-04-27_战“疫”有民盟丨这位“盟二代”再次用画笔记录战“疫”中的感动_d66af8ff2173.md
按类型抽检:其他/待判,3840,中国民主同盟,2022-10-31,中共二十大报告学习笔记,其他/待判,0,,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2022-10-31_中共二十大报告学习笔记_1f67efcb9612.md
按类型抽检:其他/待判,8810,群言杂志,2023-10-25,城市排行榜到底代表着什么？,其他/待判,0,,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2023-10-25_城市排行榜到底代表着什么？_9581a7d6d87e.md
按类型抽检:其他/待判,2749,上海民盟,2024-03-14,预告丨蛀牙、溃疡……名医健康大讲堂讲解口腔疾病的防治,其他/待判,0,,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2024-03-14_预告丨蛀牙、溃疡……名医健康大讲堂讲解口腔疾病的防治_1f1faf749dd4.md
按类型抽检:其他/待判,2639,上海民盟,2024-07-19,预告丨夏季干眼症发病率增高，如何正确防治？,其他/待判,0,,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2024-07-19_预告丨夏季干眼症发病率增高，如何正确防治？_45731448f547.md
按类型抽检:其他/待判,9300,群言杂志,2024-11-22,那时写诗,其他/待判,0,,上海民盟、80周年,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2024-11-22_那时写诗_550a1761ade9.md
按类型抽检:其他/待判,4661,中国民主同盟,2025-05-01,劳动最光荣 | 盟员美术家笔下的劳动者们（一）,其他/待判,0,,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2025-05-01_劳动最光荣 _ 盟员美术家笔下的劳动者们（一）_2eb3f199abd8.md
按类型抽检:其他/待判,2573,上海民盟,2025-08-14,预告丨中医虚证如何辨识？如何对症食疗？来看名医健康大讲堂,其他/待判,0,,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2025-08-14_预告丨中医虚证如何辨识？如何对症食疗？来看名医健康大讲堂_bbd1e494dc8f.md
按类型抽检:其他/待判,2870,中国民主同盟,2025-11-20,22名盟员获“2021-2024年度全国群众体育先进个人”称号,其他/待判,0,,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2025-11-20_22名盟员获“2021-2024年度全国群众体育先进个人”称号_a01582166e7b.md
按类型抽检:参政议政,5567,中国民主同盟,2014-03-09,徐辉委员：要为老年人建立更多的安全保障网,参政议政,82,提案、调研、建议、政协,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2014-03-09_徐辉委员：要为老年人建立更多的安全保障网_d21307232e68.md
按类型抽检:参政议政,6179,中国民主同盟,2016-02-29,民盟中央2016年工作要点,参政议政,95,参政议政、提案、社情民意、建言、调研、建议、政协、履职,民盟史、参政议政、组织建设、社会服务、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2016-02-29_民盟中央2016年工作要点_ef2a2f195187.md
按类型抽检:参政议政,5545,中国民主同盟,2016-06-24,徐辉副主席率“推动高等艺术教育改革、促进社会主义文艺繁荣”调研组在北京调研,参政议政,95,参政议政、建言、调研、建议、政协,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2016-06-24_徐辉副主席率“推动高等艺术教育改革、促进社会主义文艺繁荣”调研组在北京调研_e32c7e4584c6.md
按类型抽检:参政议政,8028,中国民主同盟,2017-03-05,邓秀新代表：建议有条件的农业大学毕业生回农村当现代“农场主”,参政议政,95,建言、调研、建议、两会,参政议政、社会服务,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2017-03-05_邓秀新代表：建议有条件的农业大学毕业生回农村当现代“农场主”_4a481884fba9.md
按类型抽检:参政议政,6689,中国民主同盟,2017-06-27,民盟四川省第十三次代表大会召开 徐辉、李静到会祝贺 赵振铣当选主委,参政议政,95,参政议政、提案、建言、调研、政协、履职,参政议政、社会服务,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2017-06-27_民盟四川省第十三次代表大会召开 徐辉、李静到会祝贺 赵振铣当选主委_0ed79658f66b.md
按类型抽检:参政议政,4095,中国民主同盟,2018-03-03,代表委员风采 | 凝心聚力 筑梦未来 ——记新任全国政协委员吴以环,参政议政,95,提案、建言、调研、建议、政协、履职,民盟史、上海民盟、参政议政、组织建设、社会服务,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2018-03-03_代表委员风采 _ 凝心聚力 筑梦未来 ——记新任全国政协委员吴以环_19f4bcb81f69.md
按类型抽检:参政议政,8137,中国民主同盟,2018-11-14,陈晓光常务副主席出席2018国际二维码产业发展峰会,参政议政,82,参政议政、调研、建议、政协,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2018-11-14_陈晓光常务副主席出席2018国际二维码产业发展峰会_c4b90c8da0c0.md
按类型抽检:参政议政,8580,群言杂志,2019-07-31,中国未成年人网络保护立法“六问”,参政议政,82,建言、建议、政协、两会,参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2019-07-31_中国未成年人网络保护立法“六问”_4f80c2edc246.md
按类型抽检:参政议政,518,上海民盟,2020-05-20,两会专题丨曹阿民：让每一位老人过有尊严的生活,参政议政,95,提案、调研、建议、政协、两会,上海民盟、参政议政、社会服务,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2020-05-20_两会专题丨曹阿民：让每一位老人过有尊严的生活_ff165e656b98.md
按类型抽检:参政议政,3805,中国民主同盟,2020-05-27,两会现场丨王绚在全国政协十三届三次会议民盟、致公党、侨联界委员联组会上发言,参政议政,95,建议、政协、两会,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2020-05-27_两会现场丨王绚在全国政协十三届三次会议民盟、致公党、侨联界委员联组会上发言_49c020c18720.md
按类型抽检:参政议政,6513,中国民主同盟,2021-02-10,民盟云南省委机关认真学习座谈民盟中央主席丁仲礼署名文章,参政议政,90,参政议政、建言、建议、政协、履职,参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2021-02-10_民盟云南省委机关认真学习座谈民盟中央主席丁仲礼署名文章_f4a478f7c4bd.md
按类型抽检:参政议政,3614,中国民主同盟,2021-08-30,丁仲礼主席在云南大学作“碳中和：经济社会系统性转型”学术报告,参政议政,66,参政议政、政协,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2021-08-30_丁仲礼主席在云南大学作“碳中和：经济社会系统性转型”学术报告_e818b7693514.md
按类型抽检:参政议政,5043,中国民主同盟,2022-03-10,大国榜样·两会特别策划 丨 新华网专访首都名中医董瑞,参政议政,82,政协、两会,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2022-03-10_大国榜样·两会特别策划 丨 新华网专访首都名中医董瑞_a71ff2bb53db.md
按类型抽检:参政议政,1155,上海民盟,2022-10-27,姜思源：深耕十余载，推进上合组织法律服务建设的民盟人,参政议政,95,参政议政、社情民意、建言、调研、建议、政协、履职,上海民盟、参政议政、主题教育、组织建设、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2022-10-27_姜思源：深耕十余载，推进上合组织法律服务建设的民盟人_73c2462d1fe1.md
按类型抽检:参政议政,4235,中国民主同盟,2023-03-05,全国政协委员冉霞： 在“准”和“实”上下足功夫,参政议政,95,参政议政、提案、调研、建议、政协、两会、履职,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2023-03-05_全国政协委员冉霞： 在“准”和“实”上下足功夫_aad7a200f1c5.md
按类型抽检:参政议政,5438,中国民主同盟,2023-09-13,张道宏副主席出席民盟中央参政议政（陕西榆林）调研基地揭牌仪式并在陕西开展参政议政工作调研,参政议政,95,参政议政、建言、调研、政协、履职,参政议政、主题教育、组织建设、社会服务,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2023-09-13_张道宏副主席出席民盟中央参政议政（陕西榆林）调研基地揭牌仪式并在陕西开展参政议政工作调研_5f8a78156241.md
按类型抽检:参政议政,3760,中国民主同盟,2024-03-08,两会声音 | 霍金花：推动黄河流域微塑料污染防治,参政议政,95,调研、建议、政协、两会,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2024-03-08_两会声音 _ 霍金花：推动黄河流域微塑料污染防治_6b713d8a9138.md
按类型抽检:参政议政,462,上海民盟,2025-01-13,上海民盟多件提案入选2024年度市政协优秀提案,参政议政,95,提案、政协,上海民盟、参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2025-01-13_上海民盟多件提案入选2024年度市政协优秀提案_5e5b1262751b.md
按类型抽检:参政议政,2248,上海民盟,2025-04-24,聚焦智慧养老，共探科技赋能新路径,参政议政,95,参政议政、调研、建议、政协、两会、履职,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2025-04-24_聚焦智慧养老，共探科技赋能新路径_5726df8ded33.md
按类型抽检:参政议政,402,上海民盟,2026-02-07,上海两会丨人大闭幕，盟员代表们履职建言不停步,参政议政,95,建言、建议、两会、履职,上海民盟、参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2026-02-07_上海两会丨人大闭幕，盟员代表们履职建言不停步_1bcb110a5aa8.md
按类型抽检:文史纪念,3283,中国民主同盟,2015-07-15,【盟史上的今天】正气长存的民主斗士——闻一多先生殉难69周年祭,文史纪念,82,盟史、文史,民盟史、上海民盟、组织建设、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2015-07-15_【盟史上的今天】正气长存的民主斗士——闻一多先生殉难69周年祭_544cc2e8ab06.md
按类型抽检:文史纪念,294,上海民盟,2016-05-06,【纪念上海民盟70周年】1946年上海的李闻追悼大会,文史纪念,95,纪念、李闻,民盟史、上海民盟、参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2016-05-06_【纪念上海民盟70周年】1946年上海的李闻追悼大会_314d74a5a411.md
按类型抽检:文史纪念,267,上海民盟,2016-10-01,【盟史】烈士纪念日——在上海牺牲的民盟英烈（二）,文史纪念,95,盟史、纪念,民盟史、上海民盟、组织建设、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2016-10-01_【盟史】烈士纪念日——在上海牺牲的民盟英烈（二）_743c8cea88fe.md
按类型抽检:文史纪念,8342,群言杂志,2017-05-04,【史海钩沉】抗战后郭沫若缘何批评沈从文,文史纪念,82,李闻、钩沉,民盟史、上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2017-05-04_【史海钩沉】抗战后郭沫若缘何批评沈从文_c8d42042b9bf.md
按类型抽检:文史纪念,7640,中国民主同盟,2017-11-17,老上海 | 穿越时光，寻访民盟先贤的足迹,文史纪念,74,先贤,民盟史、上海民盟、参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2017-11-17_老上海 _ 穿越时光，寻访民盟先贤的足迹_4f0754e02247.md
按类型抽检:文史纪念,7571,中国民主同盟,2018-04-17,纪念“五一口号”发布七十周年专题报告会在民盟中央举行,文史纪念,95,纪念、五一口号,民盟史,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2018-04-17_纪念“五一口号”发布七十周年专题报告会在民盟中央举行_d640c142b07d.md
按类型抽检:文史纪念,3581,中国民主同盟,2018-05-01,丁仲礼主席：新路——从“五一口号”到新型政党制度,文史纪念,82,纪念、五一口号,民盟史,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2018-05-01_丁仲礼主席：新路——从“五一口号”到新型政党制度_9e6dac0ac0dd.md
按类型抽检:文史纪念,6681,中国民主同盟,2018-05-09,民盟各级组织隆重纪念中共中央发布“五一口号”70周年（六）,文史纪念,95,纪念、五一口号,民盟史、参政议政、组织建设,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2018-05-09_民盟各级组织隆重纪念中共中央发布“五一口号”70周年（六）_493c2d8d2acb.md
按类型抽检:文史纪念,6671,中国民主同盟,2019-09-21,民盟参与新政协筹备始末（内有珍贵历史视频）,文史纪念,90,纪念、新政协、五一口号,民盟史、上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2019-09-21_民盟参与新政协筹备始末（内有珍贵历史视频）_9ef61d0e2ded.md
按类型抽检:文史纪念,6848,中国民主同盟,2020-08-20,民盟盟员葛剑平、李玮被聘任为国务院参事 民盟盟员陈力、陈晓明被聘任为中央文史馆馆员,文史纪念,74,文史,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2020-08-20_民盟盟员葛剑平、李玮被聘任为国务院参事 民盟盟员陈力、陈晓明被聘任为中央文史馆馆员_b11a9eed3d92.md
按类型抽检:文史纪念,6101,中国民主同盟,2021-04-23,民盟80年•传统教育基地推介丨到浙江上虞，参访胡愈之故居、徐光宪纪念馆、春晖中学……,文史纪念,95,纪念、先贤、传统教育基地,民盟史、80周年、组织建设,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2021-04-23_民盟80年•传统教育基地推介丨到浙江上虞，参访胡愈之故居、徐光宪纪念馆、春晖中学……_04dbd5cabca0.md
按类型抽检:文史纪念,2279,上海民盟,2021-09-12,致敬民盟先贤丨吴冕诵读闻一多《红烛》,文史纪念,74,先贤,民盟史、上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2021-09-12_致敬民盟先贤丨吴冕诵读闻一多《红烛》_0c99a4310175.md
按类型抽检:文史纪念,2286,上海民盟,2021-09-23,致敬民盟先贤丨第一期收官，特邀达式常诵读张澜《四勉一戒》,文史纪念,74,先贤,民盟史、上海民盟、参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2021-09-23_致敬民盟先贤丨第一期收官，特邀达式常诵读张澜《四勉一戒》_db4e84d13bd7.md
按类型抽检:文史纪念,6542,中国民主同盟,2022-08-19,民盟先贤 | 让中国植物有“身份证”，中国植物“活词典”——吴征镒,文史纪念,74,先贤,民盟史、组织建设,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2022-08-19_民盟先贤 _ 让中国植物有“身份证”，中国植物“活词典”——吴征镒_e02f8da159ef.md
按类型抽检:文史纪念,3062,中国民主同盟,2023-04-25,【关注】纪念中共中央发布“五一口号”75周年座谈会在京举行 王沪宁出席并讲话,文史纪念,95,纪念、五一口号,民盟史、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2023-04-25_【关注】纪念中共中央发布“五一口号”75周年座谈会在京举行 王沪宁出席并讲话_5bcee9b55bc8.md
按类型抽检:文史纪念,2911,中国民主同盟,2023-04-28,【“五一口号”75周年】李剑萍：赓续优良传统 团结共向未来,文史纪念,82,纪念、五一口号,民盟史、参政议政、组织建设,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2023-04-28_【“五一口号”75周年】李剑萍：赓续优良传统 团结共向未来_87e3a0879d9c.md
按类型抽检:文史纪念,3487,中国民主同盟,2023-05-22,【重磅】了解中国的民主党派，必看这部系列专题片！,文史纪念,74,先贤、新政协、五一口号,民盟史、参政议政、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2023-05-22_【重磅】了解中国的民主党派，必看这部系列专题片！_6176af0becac.md
按类型抽检:文史纪念,9080,群言杂志,2024-03-19,民盟成立83周年｜新中国成立前民盟政党理论的发展与转向,文史纪念,74,纪念、旧政协、新政协,民盟史、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2024-03-19_民盟成立83周年｜新中国成立前民盟政党理论的发展与转向_dcef708da1c9.md
按类型抽检:文史纪念,9336,群言杂志,2025-04-09,陈晓明：中国文学的伟大传统,文史纪念,58,文史,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2025-04-09_陈晓明：中国文学的伟大传统_170f675c268b.md
按类型抽检:文史纪念,6555,中国民主同盟,2025-07-14,民盟先贤廉洁自律事迹丨沈钧儒：清风誉神州 光辉照人间,文史纪念,82,先贤、新政协,民盟史、上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2025-07-14_民盟先贤廉洁自律事迹丨沈钧儒：清风誉神州 光辉照人间_c953fc7168ef.md
按类型抽检:活动报道,3417,中国民主同盟,2014-04-25,【要闻】张宝文主席、陈晓光常务副主席调研“大学生就业、创业政策优化”问题,活动报道,82,参观、调研,参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2014-04-25_【要闻】张宝文主席、陈晓光常务副主席调研“大学生就业、创业政策优化”问题_bd1513ea60ef.md
按类型抽检:活动报道,77,上海民盟,2016-05-20,【参政议政】民盟市委召开2016年参政议政骨干培训班,活动报道,95,活动、举办、参观、调研、培训班,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2016-05-20_【参政议政】民盟市委召开2016年参政议政骨干培训班_a9affa0c94f2.md
按类型抽检:活动报道,282,上海民盟,2016-10-19,【社会服务】曹家渡社区民盟书画班开班,活动报道,74,举办、开展、讲座,上海民盟、社会服务、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2016-10-19_【社会服务】曹家渡社区民盟书画班开班_09072cb7b2b9.md
按类型抽检:活动报道,8414,群言杂志,2017-04-21,【新刊】“一切酬应，皆有套数”,活动报道,58,活动,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2017-04-21_【新刊】“一切酬应，皆有套数”_df21a9c8fce1.md
按类型抽检:活动报道,4706,中国民主同盟,2018-02-14,历年春晚舞台上的民盟艺术家们~,活动报道,66,举办、走进,宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2018-02-14_历年春晚舞台上的民盟艺术家们~_02e607ac8366.md
按类型抽检:活动报道,1497,上海民盟,2019-01-10,新年之际，陈群主委看望慰问老领导老盟员,活动报道,74,活动、举办、走进,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2019-01-10_新年之际，陈群主委看望慰问老领导老盟员_05d302e79f9e.md
按类型抽检:活动报道,3236,中国民主同盟,2019-09-02,【权威解读】“不忘合作初心，继续携手前进”！各民主党派、无党派人士开展的这个主题教育活动，有何深意？,活动报道,95,活动、开展、启动,参政议政、主题教育,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2019-09-02_【权威解读】“不忘合作初心，继续携手前进”！各民主党派、无党派人士开展的这个主题教育活动，有何深意？_06ef6e86bb52.md
按类型抽检:活动报道,8255,中国民主同盟,2019-12-24,龙庄伟副主席率队赴河北广宗开展调研慰问,活动报道,95,活动、举行、开展、调研、讲座,上海民盟、参政议政、社会服务,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2019-12-24_龙庄伟副主席率队赴河北广宗开展调研慰问_17f9285d5343.md
按类型抽检:活动报道,2515,上海民盟,2020-06-30,陈群开讲第一课！做中国共产党的好参谋、好帮手、好同事,活动报道,90,活动、举行、开展、启动、讲座,民盟史、上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2020-06-30_陈群开讲第一课！做中国共产党的好参谋、好帮手、好同事_6e19b1523d73.md
按类型抽检:活动报道,1907,上海民盟,2020-12-14,沉痛悼念著名红学专家孙逊教授,活动报道,66,举行、开展,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2020-12-14_沉痛悼念著名红学专家孙逊教授_a7a23075c67e.md
按类型抽检:活动报道,8222,中国民主同盟,2021-06-06,齐聚上海、嘉兴，各民主党派中央负责人和无党派人士代表庆祝中国共产党成立100周年！,活动报道,82,活动、举行、开展、参观,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2021-06-06_齐聚上海、嘉兴，各民主党派中央负责人和无党派人士代表庆祝中国共产党成立100周年！_af01116b62a2.md
按类型抽检:活动报道,2714,上海民盟,2021-10-22,预告丨盟员医生带来慢性疲劳综合征的中医防治科普,活动报道,66,活动、讲座,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2021-10-22_预告丨盟员医生带来慢性疲劳综合征的中医防治科普_996b937e8c3d.md
按类型抽检:活动报道,1405,上海民盟,2022-05-24,战“疫”有民盟丨薛利军：他们是最可爱的人,活动报道,58,开展,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2022-05-24_战“疫”有民盟丨薛利军：他们是最可爱的人_24774b70f212.md
按类型抽检:活动报道,2576,上海民盟,2022-11-17,预告丨久坐不动喝水少，尿路结石找上门？来看名医健康大讲堂的科普,活动报道,66,活动、讲座,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2022-11-17_预告丨久坐不动喝水少，尿路结石找上门？来看名医健康大讲堂的科普_aaf36b00d308.md
按类型抽检:活动报道,2534,上海民盟,2023-05-18,青年50人论坛倒计时2天！复旦盟员贺强：潜心研究，迎来最终迸发,活动报道,66,举行、开展,上海民盟、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2023-05-18_青年50人论坛倒计时2天！复旦盟员贺强：潜心研究，迎来最终迸发_8c63048a7d54.md
按类型抽检:活动报道,1260,上海民盟,2023-10-13,恰逢其时！民盟上海市委举办宣传骨干培训班,活动报道,95,举行、举办、开展、调研、培训班、讲座,民盟史、上海民盟、参政议政、主题教育、组织建设、社会服务、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2023-10-13_恰逢其时！民盟上海市委举办宣传骨干培训班_131ec93c70ac.md
按类型抽检:活动报道,1164,上海民盟,2024-06-14,学纪、明纪、守纪——民盟市委机关开展纪律学习教育,活动报道,82,开展、参观,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2024-06-14_学纪、明纪、守纪——民盟市委机关开展纪律学习教育_7b8af3161af8.md
按类型抽检:活动报道,1937,上海民盟,2024-11-29,深化合作 久久为功——民盟市委与市人大信访办举行合作课题交流座谈会,活动报道,90,举行、开展、调研,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2024-11-29_深化合作 久久为功——民盟市委与市人大信访办举行合作课题交流座谈会_0a58b36cf18b.md
按类型抽检:活动报道,2237,上海民盟,2025-06-27,聚焦国际消费中心城市建设，民盟市委赴普陀、嘉定开展专项民主监督,活动报道,90,活动、开展、调研,上海民盟、参政议政,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/上海民盟/2025-06-27_聚焦国际消费中心城市建设，民盟市委赴普陀、嘉定开展专项民主监督_e0dae2cea033.md
按类型抽检:活动报道,5502,中国民主同盟,2025-12-08,张道宏赴山西开展参政议政工作调研,活动报道,95,活动、开展、参观、调研,民盟史、参政议政、组织建设,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2025-12-08_张道宏赴山西开展参政议政工作调研_f147934342ed.md
按类型抽检:盟史研究,9037,群言杂志,2016-03-02,李乔：研究造神史有助于解放人的心灵,盟史研究,74,史料、史实、历史资料,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2016-03-02_李乔：研究造神史有助于解放人的心灵_d0fa5b48b982.md
按类型抽检:盟史研究,9199,群言杂志,2016-10-14,练练耳功,盟史研究,58,史料,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/群言杂志/2016-10-14_练练耳功_ad37bd59c647.md
按类型抽检:盟史研究,3083,中国民主同盟,2016-11-25,《史良》2：清贫的家庭与艰辛的童年之常州史家 | 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2016-11-25_《史良》2：清贫的家庭与艰辛的童年之常州史家 _ 民盟历史文献系列丛书连载_c88ec72ddc28.md
按类型抽检:盟史研究,3085,中国民主同盟,2016-12-01,《史良》4：清贫的家庭与艰辛的童年之艰辛童年| 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2016-12-01_《史良》4：清贫的家庭与艰辛的童年之艰辛童年_ 民盟历史文献系列丛书连载_b90b5bf595b3.md
按类型抽检:盟史研究,3087,中国民主同盟,2016-12-20,《史良》6：清贫的家庭与艰辛的童年之艰辛童年| 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,上海民盟、宣传写作,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2016-12-20_《史良》6：清贫的家庭与艰辛的童年之艰辛童年_ 民盟历史文献系列丛书连载_1b9e4e21cd59.md
按类型抽检:盟史研究,3090,中国民主同盟,2016-12-27,《史良》9：清贫的家庭与艰辛的童年之艰辛童年| 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2016-12-27_《史良》9：清贫的家庭与艰辛的童年之艰辛童年_ 民盟历史文献系列丛书连载_4581eff0c78b.md
按类型抽检:盟史研究,3072,中国民主同盟,2017-01-04,《史良》11：踏入社会遭遇坎坷 | 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2017-01-04_《史良》11：踏入社会遭遇坎坷 _ 民盟历史文献系列丛书连载_df0c5bd098d2.md
按类型抽检:盟史研究,3074,中国民主同盟,2017-01-10,《史良》13：营救艾芜、熊瑾玎和贺龙家属 | 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,上海民盟、组织建设,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2017-01-10_《史良》13：营救艾芜、熊瑾玎和贺龙家属 _ 民盟历史文献系列丛书连载_578cb59c4eec.md
按类型抽检:盟史研究,3076,中国民主同盟,2017-02-09,《史良》15：营救任白戈 | 民盟历史文献系列丛书连载,盟史研究,74,民盟历史,上海民盟,,,,/Users/cheer/Documents/mllm-wiki-kb/data/raw/中国民主同盟/2017-02-09_《史良》15：营救任白戈 _ 民盟历史文献系列丛书连载_3e748aa1d6ce.md
